,Aeródromo,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Geoespacial,Unnamed: 6,Unnamed: 7,Operação,Pista 1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Pista 2,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Pista 3,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Heliponto,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Atos normativos,Unnamed: 34,Unnamed: 35,Unnamed: 36,Classe RBAC 107,Classe RBAC 153,Categoria Tarifária,Especificação Operativa,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Medidas Administrativas,Unnamed: 48,Unnamed: 49,Outros,Unnamed: 51
0,CÓDIGO OACI,TIPO,NOME,MUNICÍPIO ATENDIDO,UF,LATITUDE,LONGITUDE,ALTITUDE,OPERAÇÃO,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,RAMPA(S) DE APROXIMAÇÃO,FORMATO DA ÁREA DE POUSO,DIMENSÕES,RESISTÊNCIA,SUPERFÍCIE,p1,p2,p3,p4,PORTARIAS,,,,PORTARIA Nº 515/2018 ,"PORTARIA Nº 852/2018
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular","PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)",AERONAVE CRÍTICA,TIPO DE APROX. (CABECEIRAS),FREQ. SEMANAL,r1,r2,REFERÊNCIA(S),,SITUAÇÃO,r1,REFERÊNCIA,SITUADO NA AMAZÔNIA LEGAL,OBSERVAÇÕES
220,SJVO,AERÓDROMO,ARAGARÇAS,ARAGARÇAS,GO,15° 53' 57'' S,52° 14' 43'' W,323 m,VFR Diurno,10/28,1010 m,30 m,PCN 14/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2005-1223,0,0,0,PD2005-1223,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
221,SJZA,AERÓDROMO,PEDRO VIEIRA MOREIRA,CAJAZEIRAS,PB,6° 52' 58'' S,38° 36' 57'' W,335 m,VFR Diurno/Noturno,12/30,1600 m,30 m,PCN 26/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-3365,0,0,0,PA2016-3365,,,,AD,Classe I,-,-,-,-,0,0,,,,,,,-
222,SNAB,AERÓDROMO,ARARIPINA,ARARIPINA,PE,7° 35' 40'' S,40° 31' 20'' W,669 m,VFR Diurno,13/31,1247 m,26 m,PCN 4/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0315,0,0,0,PD1999-0315,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
223,SNAE,AERÓDROMO,ARCOVERDE,ARCOVERDE,PE,8° 25' 2'' S,37° 5' 1'' W,634 m,VFR Diurno/Noturno,15/33,1300 m,28 m,PCN 6/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0178E,0,0,0,PD1998-0178E,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
224,SNAG,AERÓDROMO,ARAGUARI,ARAGUARI,MG,18° 40' 5'' S,48° 11' 25'' W,947 m,VFR Diurno,5/23,1500 m,30 m,PCN 14/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,Restrição operacional: RWY 05/23 fechada para operações de pouso de aeronaves à reação.,PA2018-2677,PA2018-2677,,-
225,SNAL,AERÓDROMO,ARAPIRACA,ARAPIRACA,AL,9° 46' 35'' S,36° 37' 50'' W,270 m,VFR Diurno/Noturno,10/28,930 m,18 m,PCN 13/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0688,0,0,0,PD2004-0688,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
226,SNAM,AERÓDROMO,SANTO ANTÔNIO DO AMPARO,SANTO ANTÔNIO DO AMPARO,MG,20° 54' 41'' S,44° 53' 40'' W,1097 m,VFR Diurno/Noturno,18/36,1620 m,30 m,PCN 7/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1994-0447,0,0,0,PD1994-0447,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
227,SNAP,AERÓDROMO,JANAÚBA,JANAÚBA,MG,15° 43' 59'' S,43° 19' 26'' W,528 m,VFR Diurno,10/28,1500 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0113,0,0,0,PD1995-0113,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
228,SNAR,AERÓDROMO,CIRILO QUEIRÓZ,ALMENARA,MG,16° 11' 2'' S,40° 40' 2'' W,195 m,VFR Diurno/Noturno,7/25,1400 m,30 m,PCN 8/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2005-0707,0,0,0,PD2005-0707,,,,AP-1,Classe I,-,-,-,-,,,,,,,,,-
229,SNAS,AERÓDROMO,TRÊS MARIAS,TRÊS MARIAS,MG,18° 13' 30'' S,45° 11' 26'' W,786 m,VFR Diurno,6/24,1500 m,45 m,PCN 24/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1960-0132,0,0,0,PD1960-0132,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
230,SBAC,AERÓDROMO,ARACATI (SNAT*),ARACATI,CE,4° 34' 7'' S,37° 48' 17'' W,36 m,VFR Diurno/Noturno,9/27,1800 m,30 m,PCN 24/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1227,0,0,0,PA2018-1227,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
231,SNAX,AERÓDROMO,MARCELO PIRES HALZHAUSEN,ASSIS,SP,22° 38' 24'' S,50° 27' 11'' W,564 m,VFR Diurno/Noturno,12/30,1689 m,30 m,PCN 25/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0460,0,0,0,PA2016-0460,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
232,SNBA,AERÓDROMO,CHAFEI AMSEI (SBBT*),BARRETOS,SP,20° 35' 8'' S,48° 35' 45'' W,579 m,VFR Diurno/Noturno e IFR Diurno/Noturno,8/26,1800 m,30 m,PCN 32/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1993-0464,PD1998-0419E,0,0,PD1993-0464,PD1998-0419E,,,AP-0,Classe I,3ª,-,-,-,,,,,,,,,-
233,SNBC,AERÓDROMO,BARRA DO CORDA,BARRA DO CORDA,MA,5° 30' 9'' S,45° 12' 57'' W,155 m,VFR Diurno,8/26,1560 m,30 m,PCN 13/F/B/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1971-0108,0,0,0,PD1971-0108,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
234,SNBG,AERÓDROMO,BAIXO GUANDU - AIMORÉS,BAIXO GUANDU,ES,19° 29' 56'' S,41° 2' 31'' W,80 m,VFR Diurno,11/29,1200 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1984,0,0,0,PA2015-1984,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
235,SNBI,AERÓDROMO,BACABAL,BACABAL,MA,4° 13' 41'' S,44° 49' 11'' W,20 m,VFR Diurno,10/28,1600 m,30 m,PCN 25/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-0629,0,0,0,PA2018-0629,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
236,SNBJ,AERÓDROMO,BELO JARDIM,BELO JARDIM,PE,8° 20' 42'' S,36° 26' 28'' W,640 m,VFR Diurno,10/28,935 m,30 m,PCN 6/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-1032,0,0,0,PD2003-1032,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
237,SNBL,AERÓDROMO,BELMONTE,BELMONTE,BA,15° 52' 17'' S,38° 52' 21'' W,10 m,VFR Diurno,4/22,1200 m,30 m,PCN 12/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1987-0439,0,0,0,PD1987-0439,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
238,SNBM,AERÓDROMO,CRISTIANO FERREIRA VARELLA,MURIAÉ,MG,21° 7' 44'' S,42° 22' 1'' W,270 m,VFR Diurno,4/22,1140 m,23 m,PCN 12/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0644,PD2000-0513,0,0,PD1999-0644,PD2000-0513,,,AD,Classe I,-,-,-,-,,,,,,,,,-
239,SNBR,AERÓDROMO,BARREIRAS,BARREIRAS,BA,12° 4' 45'' S,45° 0' 34'' W,748 m,VFR Diurno/Noturno,8/26,1600 m,30 m,PCN 35/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2208,0,0,0,PA2014-2208,,,,AP-1,Classe I,3ª,3C,NINST,43,PA2016-0908,,PA2016-0908,,,,,,-
240,SNBS,AERÓDROMO,BALSAS,BALSAS,MA,7° 31' 31'' S,46° 3' 12'' W,284 m,VFR Diurno,15/33,1000 m,23 m,PCN 14/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2308,0,0,0,PA2015-2308,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
241,SNBX,AERÓDROMO,BARRA,BARRA,BA,11° 4' 52'' S,43° 8' 51'' W,389 m,VFR Diurno,6/24,1300 m,20 m,PCN 10/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0574,0,0,0,PA2016-0574,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
242,SNBZ,AERÓDROMO,PARAMIRIM,PARAMIRIM,BA,13° 29' 26'' S,42° 13' 45'' W,627 m,VFR Diurno,18/36,1200 m,25 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2656,0,0,0,PA2015-2656,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
243,SNCA,AERÓDROMO,CAMPO BELO,CAMPO BELO,MG,20° 53' 33'' S,45° 20' 8'' W,970 m,VFR Diurno,10/28,1420 m,30 m,PCN 25/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0084,0,0,0,PD1995-0084,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
244,SNCE,AERÓDROMO,CAMPO DO MEIO,CAMPO DO MEIO,MG,21° 6' 22'' S,45° 48' 17'' W,780 m,VFR Diurno,10/28,1000 m,30 m,PCN 8/F/C/Y/U,Argila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
245,SNCS,AERÓDROMO,CAMPOS SALES,CAMPOS SALES,CE,7° 2' 58'' S,40° 21' 51'' W,610 m,VFR Diurno,11/29,1200 m,30 m,PCN 17/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0367,0,0,0,PD2004-0367,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
246,SNCT,AERÓDROMO,CARATINGA,UBAPORANGA,MG,19° 43' 31'' S,42° 6' 40'' W,599 m,VFR Diurno,2/20,1080 m,23 m,"5000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-3721,0,0,0,PA2016-3721,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
247,SNCU,AERÓDROMO,CURURUPU,CURURUPU,MA,1° 49' 16'' S,44° 52' 1'' W,12 m,VFR Diurno,11/29,750 m,30 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,X,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
248,SNCV,AERÓDROMO,CAMPINA VERDE,CAMPINA VERDE,MG,19° 32' 17'' S,49° 29' 42'' W,550 m,VFR Diurno,14/32,1000 m,25 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
249,SNCX,AERÓDROMO,COLATINA,COLATINA,ES,19° 29' 15'' S,40° 34' 46'' W,153 m,VFR Diurno/Noturno,14/32,1300 m,30 m,PCN 8/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1204,0,0,0,PA2015-1204,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
250,SNCZ,AERÓDROMO,PONTE NOVA,PONTE NOVA,MG,20° 24' 11'' S,42° 55' 0'' W,572 m,VFR Diurno,7/25,1060 m,30 m,PCN 11/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0818,0,0,0,PD1999-0818,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
251,SNDC,AERÓDROMO,REDENÇÃO,REDENÇÃO,PA,8° 1' 52'' S,49° 58' 47'' W,207 m,VFR Diurno,6/24,960 m,30 m,PCN 7/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0561,0,0,0,PA2015-0561,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,X,-
252,SNDT,AERÓDROMO,JUSCELINO KUBITSCHEK,DIAMANTINA,MG,18° 13' 56'' S,43° 39' 1'' W,1356 m,VFR Diurno/Noturno,3/21,1610 m,30 m,PCN 14/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2328,0,0,0,PA2018-2328,,,,AP-1,Classe I,-,-,-,-,,,,,,,,,-
253,SNDV,AERÓDROMO,BRIGADEIRO ANTÔNIO CABRAL,DIVINÓPOLIS,MG,20° 10' 55'' S,44° 52' 12'' W,795 m,VFR Diurno/Noturno,17/35,1540 m,30 m,PCN 20/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0019,0,0,0,PA2016-0019,,,,AP-1,Classe I,3ª,3C,NINST,7,PA2016-2636,,PA2016-2636,,,,,,-
254,SNDW,AERÓDROMO,DIVISA,ENCRUZILHADA,BA,15° 31' 10'' S,40° 52' 21'' W,826 m,VFR Diurno,8/26,1200 m,20 m,"2500 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0350,0,0,0,PA2016-0350,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
255,SNEB,AERÓDROMO,AERODROMO DE PARAGOMINAS,PARAGOMINAS,PA,3° 1' 11'' S,47° 18' 59'' W,135 m,VFR Diurno/Noturno,9/27,1450 m,30 m,PCN 30/F/C/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2010-2084,0,0,0,PA2010-2084,,,,AD,Classe I,-,-,-,-,,,,,,,,X,-
256,SNED,AERÓDROMO,SÓCRATES REZENDE,CANAVIEIRAS,BA,15° 39' 59'' S,38° 57' 19'' W,6 m,VFR Diurno,14/32,1340 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-1349,0,0,0,PA2017-1349,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
257,SNEE,AERÓDROMO,VACARIA NOVO,VACARIA,RS,28° 25' 55'' S,51° 1' 22'' W,900 m,VFR Diurno,11/29,2020 m,30 m,PCN 32/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0071,0,0,0,PA2014-0071,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
258,SNEU,AERÓDROMO,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA,BA,10° 31' 39'' S,39° 1' 57'' W,462 m,VFR Diurno,18/36,1200 m,22 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2104,0,0,0,PA2015-2104,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
259,SNFE,AERÓDROMO,COMANDANTE PASCHOAL PATROCÍNIO FILHO,ALFENAS,MG,21° 25' 54'' S,45° 55' 59'' W,875 m,VFR Diurno/Noturno,4/22,1600 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0177E,0,0,0,PD1998-0177E,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
260,SNFO,AERÓDROMO,FORMIGA,FORMIGA,MG,20° 23' 43'' S,45° 29' 12'' W,1017 m,VFR Diurno,2/20,1030 m,23 m,PCN 8/F/C/Y/U,Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0079,0,0,0,PA2016-0079,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
261,SNFU,AERÓDROMO,FRUTAL,FRUTAL,MG,20° 0' 17'' S,48° 57' 32'' W,551 m,VFR Diurno,7/25,1000 m,20 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0238,0,0,0,PD1996-0238,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
262,SNFX,AERÓDROMO,SÃO FÉLIX DO XINGU,SÃO FÉLIX DO XINGU,PA,6° 38' 25'' S,51° 59' 24'' W,200 m,VFR Diurno,13/31,1600 m,33 m,PCN 45/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1978-0043,0,0,0,PD1978-0043,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,X,-
263,SNGA,AERÓDROMO,GUARAPARI,GUARAPARI,ES,20° 38' 47'' S,40° 29' 30'' W,9 m,VFR Diurno/Noturno,6/24,940 m,30 m,PCN 13/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2017-3632,0,0,0,PA2017-3632,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
264,SNGB,AERÓDROMO,GILBUÉS,GILBUÉS,PI,9° 50' 1'' S,45° 22' 2'' W,450 m,VFR Diurno,9/27,1000 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
265,SNGD,AERÓDROMO,GUADALUPE,GUADALUPE,PI,6° 46' 56'' S,43° 34' 56'' W,172 m,VFR Diurno,15/33,1600 m,36 m,PCN 9/F/C/X/U,Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1970-0045,PD1970-0076,0,0,PD1970-0045,PD1970-0076,,,AD,Classe I,-,-,-,-,,,,,,,,,-
266,SNGG,AERÓDROMO,GURGUÉIA,BOM JESUS,PI,9° 3' 34'' S,44° 22' 9'' W,325 m,VFR Diurno,16/34,1200 m,20 m,PCN 9/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1976-0142,0,0,0,PD1976-0142,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
267,SNGI,AERÓDROMO,GUANAMBI,GUANAMBI,BA,14° 12' 29'' S,42° 44' 46'' W,553 m,VFR Diurno/Noturno,14/32,1700 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1765,0,0,0,PA2015-1765,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
268,SNGN,AERÓDROMO,GARANHUNS,GARANHUNS,PE,8° 50' 4'' S,36° 28' 17'' W,772 m,VFR Diurno,16/34,1254 m,28 m,PCN 6/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1372,0,0,0,PA2018-1372,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
269,SNGT,AERÓDROMO,GENTIO DO OURO,GENTIO DO OURO,BA,11° 26' 30'' S,42° 31' 8'' W,1082 m,VFR Diurno,6/24,1300 m,29 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-0599,0,0,0,PD2000-0599,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
270,SNGX,AERÓDROMO,GUAXUPÉ,GUAXUPÉ,MG,21° 19' 36'' S,46° 43' 49'' W,849 m,VFR Diurno/Noturno,12/30,1500 m,30 m,PCN 19/F/A/Y/T,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-1879,PA2015-0387,0,0,PD2000-1879,PA2015-0387,,,AD,Classe I,-,-,-,-,,,,,,,,,-
271,SNHS,AERÓDROMO,SANTA MAGALHÃES,SERRA TALHADA,PE,8° 3' 41'' S,38° 19' 43'' W,470 m,VFR Diurno/Noturno,13/31,1593 m,30 m,PCN 31/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-2109,0,0,0,PA2018-2109,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
272,SNIB,AERÓDROMO,ITABERABA,ITABERABA,BA,12° 29' 59'' S,40° 16' 13'' W,283 m,VFR Diurno,14/32,1100 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1228,0,0,0,PA2018-1228,,,,AD,Classe I,-,-,-,-,,,,,,,,,0
273,SNIC,AERÓDROMO,IRECÊ,IRECÊ,BA,11° 20' 24'' S,41° 50' 49'' W,784 m,VFR Diurno/Noturno,11/29,1400 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2292,0,0,0,PA2014-2292,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
274,SNIE,AERÓDROMO,CAETITÉ,CAETITÉ,BA,14° 0' 44'' S,42° 29' 38'' W,976 m,VFR Diurno,10/28,1365 m,20 m,PCN 12/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-3332,0,0,0,PA2015-3332,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
275,SNIG,AERÓDROMO,IGUATU,IGUATU,CE,6° 20' 52'' S,39° 17' 55'' W,213 m,VFR Diurno,16/34,1410 m,30 m,PCN 16/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-1945,0,0,0,PD2000-1945,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
276,SNIO,AERÓDROMO,CIPÓ,CIPÓ,BA,11° 7' 31'' S,38° 29' 13'' W,223 m,VFR Diurno,13/31,1620 m,27 m,PCN 4/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2097,0,0,0,PA2015-2097,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
277,SNIP,AERÓDROMO,ITAPETINGA,ITAPETINGA,BA,15° 14' 40'' S,40° 16' 38'' W,270 m,VFR Diurno,11/29,1060 m,29 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2366,0,0,0,PA2014-2366,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
278,SNIT,AERÓDROMO,IBOTIRAMA,IBOTIRAMA,BA,12° 10' 11'' S,43° 13' 18'' W,426 m,VFR Diurno,16/34,1200 m,20 m,PCN 6/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-0526,0,0,0,PD2000-0526,,,,AD,Classe I,-,-,-,-,,,,,Interditado,,,,Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC
279,SNIU,AERÓDROMO,IPIAÚ,IPIAÚ,BA,14° 10' 24'' S,39° 41' 3'' W,132 m,VFR Diurno,15/33,1300 m,20 m,PCN 6/F/C/Z/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2365,0,0,0,PA2014-2365,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
280,SNJB,AERÓDROMO,JACOBINA,JACOBINA,BA,11° 9' 47'' S,40° 33' 12'' W,489 m,VFR Diurno,14/32,900 m,25 m,PCN 6/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2078,0,0,0,PA2015-2078,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
281,SBFE,AERÓDROMO,JOÃO DURVAL CARNEIRO,FEIRA DE SANTANA,BA,12° 12' 2'' S,38° 54' 23'' W,238 m,VFR Diurno/Noturno,13/31,1500 m,30 m,PCN 30/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1573,0,0,0,PA2015-1573,,,,AP-1,Classe I,3ª,3C,NINST,7,PA2016-0908,,PA2016-0908,,,,,,-
282,SNJK,AERÓDROMO,JEQUIÉ,JEQUIÉ,BA,13° 52' 40'' S,40° 4' 17'' W,197 m,VFR Diurno,14/32,1200 m,29 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2695,0,0,0,PA2014-2695,,,,AP-0,Classe I,4ª,-,-,-,,,,,,,,,-
283,SNJM,AERÓDROMO,ELIAS BREDER,MANHUAÇU,MG,20° 15' 35'' S,42° 11' 2'' W,829 m,VFR Diurno,2/20,1170 m,30 m,PCN 14/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-1899,0,0,0,PA2016-1899,,,,AP-1,Classe I,-,-,-,-,,,,,,,,,-
284,SNJN,AERÓDROMO,JANUÁRIA,JANUÁRIA,MG,15° 28' 29'' S,44° 23' 11'' W,480 m,VFR Diurno,8/26,1200 m,30 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1982-0206,0,0,0,PD1982-0206,,,,AP-1,Classe I,-,-,-,-,,,,,,,,,-
285,SNJO,AERÓDROMO,AEROCLUBE DE JOÃO PESSOA,JOÃO PESSOA,PB,7° 5' 30'' S,34° 50' 31'' W,6 m,VFR Diurno,15/33,782 m,18 m,"5000 kg / 0,5 MPa",Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2018-1234,0,0,0,PA2018-1234,,,,AD,Classe I,-,-,-,-,,,,,,,,,-
